category,rating,name,phone,location,address
American (Traditional),3.5,Backyard Grill,(336) 676-1227,"35.9113547,-78.893706","1314 Nc Hwy 62 E Climax, NC 27233"
"American (New),Sandwiches,Cafes",4.5,Cafe Meridian & Catering,(919) 361-9333,"35.9053600873143,-78.7839655049937","2500 Meridian Pkwy Durham, NC 27713"
"Brazilian,Steakhouses",3.5,Brasa Brazilian Steakhouse,(919) 544-3344,"35.8900269945446,-78.897781963269","8551 Brier Creek Pkwy Raleigh, NC 27617"
Chinese,4.0,East Coast Asian Bistro,(919) 806-8899,"35.0678495,-78.9638399","5410 Nc Hwy 55 Durham, NC 27713"
"Sushi Bars,Japanese",4.5,Nona Sushi,(910) 703-8986,"35.7885662,-78.7644804","5075 Morganton Rd Fayetteville, NC 28314"
"Salvadoran,Mexican",4.0,El Cuscatleco,(919) 650-2706,"precise_search_35.7174966,-79.1788772","1383 SE Maynard Rd Cary, NC 27511"
"Tea Rooms,Sandwiches",5.0,Lady Bedford’s Tea Parlour & Gift Shoppe,(910) 255-0100,"35.7965182822578,-78.4925748448341","21 Chinquapin Rd Pinehurst, NC 28374"
"Pizza,Italian,Salad",4.5,Grand Street Pizza,(919) 217-3410,"35.9034219,-78.8938994","909 McKnight Dr Knightdale, NC 27545"
"Buffets,Middle Eastern,Falafel",4.0,Falafel 54,(919) 237-1635,"35.732757,-79.426693","2105 Nc Hwy 54 Durham, NC 27703"
Mexican,3.5,San Felipe Mexican Restaurant,(919) 663-7333,"35.4254869,-78.677151","102 Walmart Supercenter Siler City, NC 27344"
"Seafood,Burgers,Hot Dogs",4.0,Ma’s Grill,(910) 897-4488,"35.678866,-79.818685","921 Nc 55 W Coats, NC 27521"
Barbeque,3.5,Henry James Bar B Que,(336) 625-1649,"35.8040098,-78.6445681","2004 S Fayetteville St Asheboro, NC 27205"
American (New),4.0,Bloomsbury Bistro,(919) 834-9011,"36.1047771,-79.5384267","509 W Whitaker Mill Rd Raleigh, NC 27608"
French,5.0,Saint Jacques,(336) 449-6266,"35.7898747346536,-78.660650455009","303 Burke St Gibsonville, NC 27249"
Salad,4.5,Chopt Creative Salad Company,(919) 670-2333,"35.265254,-79.586078","420 Daniels St Raleigh, NC 27605"
Mexican,4.0,Casa Garcia,(910) 673-1276,"precise_search_35.7174966,-79.1788772","4245 7 Lakes Plz West End, NC 27376"
"Food Trucks,Tacos",4.5,Taco Loco,(910) 808-5332,"35.9742824,-78.9315956",Serving Fayetteville and the Surrounding Area
"Food Trucks,Greek",4.5,Gussy’s,(919) 656-7096,"35.673904,-79.8197","Cary, NC 27519 "
Dominican,4.0,Mangu,(910) 920-4865,"35.0750904,-78.9371108","6290 Yadkin Rd Fayetteville, NC 28303"
"American (New),Cocktail Bars",3.5,The Roof,(919) 768-8831,"35.8019588,-78.8948741","315 E Chapel Hill St Durham, NC 27701"
"Breakfast & Brunch,Delis,American (New)",4.0,Foster’s Market,(919) 489-3944,"35.1014255514024,-78.9906227637615","2694 Durham Chapel Hill Blvd Durham, NC 27707"
"Wine Bars,Tapas Bars",4.5,Vinos Finos Tapas and Wine Bar,(919) 747-9233,"35.9971894280563,-78.9009265353494","8450 Honeycutt Rd Raleigh, NC 27615"
Chicken Wings,3.5,The Clubhouse Restaurant Bar & Grill,(919) 662-2207,"precise_search_35.7174966,-79.1788772","51 A Technology Dr Garner, NC 27529"
Thai,4.0,Pad Thai,(919) 416-9009,"35.8947518319001,-78.622112322229","2425 Guess Rd Durham, NC 27705"
Restaurants,4.5,220 Grill Inc,(336) 629-6248,"35.606323,-78.5696509","2417 S Fayetteville St Asheboro, NC 27205"
Mexican,3.5,Los Charros,(919) 258-3035,"36.026753,-78.923611","118 S Main St Broadway, NC 27505"
Diners,3.5,New York Diner,(919) 217-0838,"35.6594573,-78.8369303","909 McKnight Dr Knightdale, NC 27545"
"Japanese,Sushi Bars",3.5,Kobe Hibachi & Sushi,(919) 557-1437,"35.8865468718534,-78.8466758475721","515 N Main St Holly Springs, NC 27540"
"Sports Bars,American (Traditional)",3.5,Rookie’s Sports Bar,(919) 474-8833,"35.7240085751028,-79.188734292984","4911 Central Park Dr Durham, NC 27703"
Cafes,5.0,Natural Chef Cafe,(919) 545-8069,"35.7989011,-78.7253433","764 West St Pittsboro, NC 27312"
"American (Traditional),Sports Bars",3.5,Backyard Bistro,(919) 851-6203,"35.4197479,-78.8034743","1235 Hurricane Alley Way Raleigh, NC 27607"
Mexican,3.0,Mi Casita,(910) 814-4216,"35.7346125,-78.6539845","111 W Cornelius Harnett Blvd Lillington, NC 27546"
Mexican,4.0,Don Beto’s Tacos,(919) 977-1071,"35.989083,-79.072549","421 Chapanoke Rd Raleigh, NC 27603"
Steakhouses,3.5,Farmhouse Restaurant,(919) 929-5727,"36.088145,-79.884316","6004 Millhouse Rd Chapel Hill, NC 27516"
"American (New),Seafood,Beer Bar",4.5,Mark’s,(336) 387-0410,"35.7878331,-78.667709","616 Dolley Madison Rd Greensboro, NC 27410"
"Pubs,American (Traditional)",4.0,Mitch’s Tavern,(919) 821-7771,"precise_search_35.7174966,-79.1788772","2426 Hillsborough St Raleigh, NC 27607"
Mexican,5.0,Fiorentine Cafe,(919) 773-3774,"35.4380745582132,-79.2196836322546","130 Commerce Pkwy Garner, NC 27529"
Japanese,4.5,Number 1 Hibachi,(919) 718-0388,"35.9127032,-79.9768523","2274 Jefferson Davis Hwy Sanford, NC 27330"
Restaurants,4.5,Mary B’s Southern Kitchen,(336) 861-5964,"35.793248,-78.690182","3529 Archdale Rd Archdale, NC 27263"
"Bakeries,Delis,Mediterranean",4.5,Neomonde Bakery & Deli,(919) 828-1628,"35.8818386,-78.6450952","3817 Beryl Rd Raleigh, NC 27607"
"Steakhouses,Seafood,Soup",4.0,Vinnie’s Steak House & Tavern,(919) 847-7319,"35.8947086447571,-78.6220995336771","7440 Six Forks Rd Raleigh, NC 27615"
"American (Traditional),Hot Dogs",4.0,JoCa’s Gourmet Dawgs N’ Shakes,(919) 322-1590,"36.316296,-78.405438","8450 Honeycutt Rd Raleigh, NC 27615"
Mexican,4.5,Henderson Mexican Restaurant,(252) 492-2166,"35.744054,-78.7366629","1101 Nicholas St Henderson, NC 27536"
Cheesesteaks,4.0,Anvil’s Cheesesteaks,(919) 854-0558,"35.8366351605328,-78.6437791585922","2893 Jones Franklin Rd Raleigh, NC 27606"
"Sushi Bars,Japanese",4.0,Mura,(919) 781-7887,"36.066072,-79.302411","4121 Main at N Hill,Ste 110 Raleigh, NC 27609"
"Barbeque,Salad,Seafood",4.0,Hursey’s Bar-B-Q,(919) 568-0116,"precise_search_35.7174966,-79.1788772","428 Compass Point Dr Mebane, NC 27302"
"Southern,American (New)",3.5,Weathervane Restaurant,(919) 929-9466,"35.9278462,-79.0268783","201 S Estes Dr Chapel Hill, NC 27516"
"Sushi Bars,Grocery,Ramen",3.5,Genji Ramen and Sushi Bars,(919) 968-1983,"35.9343706,-79.0277027","81 South Elliot Chapel Hill, NC 27514"
"Steakhouses,Buffets,Salad",3.5,Homestead Steak House,(336) 364-8506,"36.301695,-78.9780537","205 Frank Timberlake Rd Timberlake, NC 27583"
"Italian,Sandwiches",4.0,Pizza Mia Italian Grill,(919) 528-9772,"36.144033,-78.723007","2537 E Lyon Station Rd Creedmoor, NC 27522"
"Breakfast & Brunch,Burgers,American (Traditional)",3.5,Paw-Paw’s Place,(336) 672-7577,"35.7539046,-79.8049373","2004 N Fayetteville St Asheboro, NC 27203"
Mexican,4.0,Tacos Mexico Restaurant,(919) 557-1777,"35.59269,-78.770208","1430 N Main St Fuquay-Varina, NC 27526"
"Mexican,Bars",3.5,La Cocina,(919) 563-4500,"precise_search_35.7174966,-79.1788772","454 Compass Dr Mebane, NC 27302"
"Hot Dogs,Sandwiches",4.0,Missy’s Grill,(919) 732-7721,"36.0753193,-79.170612","321 Mount Willing Rd Efland, NC 27243"
"Mediterranean,Greek",4.0,Zoës Kitchen,(919) 469-3735,"35.8078734563009,-78.8146659465995","1017 Market Center Dr Morrisville, NC 27560"
American (New),3.5,G & N Rancho Family Restaurant,(336) 861-5590,"35.907496,-79.963742","10463 N Main St Archdale, NC 27263"
"Chicken Wings,Pizza,Italian",4.5,Johnny’s Pizza Cary,(919) 362-5566,"35.2573645327874,-79.0406823550108","8759 Holly Springs Rd Apex, NC 27539"
Indian,3.5,Masala Wrap,(919) 377-1903,"35.052232,-78.976608","9825 Chapel Hill Rd Morrisville, NC 27560"
"Fast Food,Chicken Wings",3.5,BoJangles,,"35.9957517,-78.9007399","1372-1454 Hwy 87 Cameron, NC 28326"
"American (Traditional),Breakfast & Brunch,Diners",4.0,Metro Diner,(910) 493-3560,"35.804802,-79.8771809","2132 Skibo Rd Fayetteville, NC 28314"
"Bakeries,Breakfast & Brunch,Farmers Market",4.5,Loaf,(919) 797-1254,"35.271513,-79.428335","111 W Parrish St Durham, NC 27701"
American (New),3.5,Snyder Farms Restaurant,(336) 498-3571,"35.940424363889,-78.5604643821716","2880 Beckerdite Rd Sophia, NC 27350"
American (Traditional),4.0,Filly & Colts,(910) 692-4411,"35.375772,-78.5536685","500 Little River Farm Blvd Carthage, NC 28387"
"Italian,Pizza",4.0,Dantes Italiano,(919) 556-2146,"35.666832,-78.796532","13200 New Falls Of Neuse Rd Raleigh, NC 27614"
"Mexican,Tex-Mex",4.5,El Charro Mexican Restaurant,(919) 207-2806,"precise_search_35.7174966,-79.1788772","709 S Wall St Benson, NC 27504"
"Chicken Wings,Pizza,Sandwiches",3.0,Springs Pizza and Wings,(919) 363-8852,"35.6926365586172,-78.7736283624145","5217 Sunset Lake Rd Holly Springs, NC 27540"
